,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
115,,宝鸡市福信汽车销售服务有限公司,"107.30800475520749,34.35519778586179",,陕西省宝鸡市高新12路南段东侧East of South No. 12 Rd  Baoji  Shaanxi,销售：0917-3816767;服务：0917-3377711,721013,陕西省,610000,宝鸡市,610300,陈仓区,610304,,0917-3816767,,,,,,,销售：0917-3816767;服务：0917-3377711,宝鸡市,50460,,0917-3816767,0917-3816767,,,,,,0917-3377711,2020-11-09 15:01:59,2020-11-09 15:01:59,A19779,
116,,呼伦贝尔市利丰泰迪汽车销售有限公司,"119.77365349910409,49.13331782308205",,呼伦贝尔市鄂温克旗巴彦托海镇海伊公路东侧利丰汽车园内Lifeng Auto city East of Haiyi Road  Ewenke  Hulunbeir,销售：0470-8989867;服务：0470-8816022,021100,内蒙古自治区,150000,呼伦贝尔市,150700,鄂温克族自治旗,150724,,0470-8989867,,,,,,,销售：0470-8989867;服务：0470-8816022,呼伦贝尔市,11920,,0470-8989867,0470-8989867,,,,,,0470-8816022,2020-11-09 15:01:59,2020-11-09 15:01:59,A20238,
117,,南京江北福联汽车销售有限公司,"118.71541134354061,32.14899683779936",,南京市江北区泰山街道大桥社区东门向阳桥江北汽车产业园1号No. 1 Auto Industry Zone  Xiangyang bridge  Taisan Rd  Jiangbei district  Naning,销售：;服务：025-85669011,210032,江苏省,320000,南京市,320100,浦口区,320111,,,,,,,,,销售：;服务：025-85669011,南京市,21320,,025-85669011,025-85669011,,,,,,025-85669011,2020-11-09 15:01:59,2020-11-09 15:01:59,A20256,
118,,襄阳威汉机电有限责任公司,"112.14118802582689,32.0185078362652",,襄阳市钻石大道28号No. 28 Zhuanshi Rd.  Xiangyang,销售：;服务：0710-3339222,441003,湖北省,420000,襄阳市,420600,襄城区,420602,,,,,,,,,销售：;服务：0710-3339222,襄阳市,21460,,0710-3339222,0710-3339222,,,,,,0710-3339222,2020-11-09 15:01:59,2020-11-09 15:01:59,A24255,
119,,宁夏银福汽车销售服务有限公司,"113.23212169404255,23.081179909443794",,银川市金凤区通达街金凤开发区Jinfeng Development Zone  Tongda Str  Jinfeng District  Yinchuan,销售：0951-3028488;服务：0951-3028490,750002,广东省,440000,广州市,440100,荔湾区,440103,,0951-3028488,,,,,,,销售：0951-3028488;服务：0951-3028490,广州市,50820,,0951-3028488,0951-3028488,,,,,,0951-3028490,2020-11-09 15:01:59,2020-11-09 15:01:59,A20376,
120,,平湖万国汽车有限公司,"121.06468750444506,30.686556558696637",,浙江省平湖市长胜路1359号No. 1359 Changsheng Road  Pinghu City  Zhejiang Province,销售：;服务：0574-85134188,314200,浙江省,330000,嘉兴市,330400,平湖市,330482,,,,,,,,,销售：;服务：0574-85134188,嘉兴市,21060,,0574-85134188,0574-85134188,,,,,,0574-85134188,2020-11-09 15:01:59,2020-11-09 15:01:59,A20596,
121,,岳阳福众汽车销售服务有限公司,"113.18824253479633,29.38100904539248",,岳阳桐子岭路175号No. 175 Tongzhiling Rd  Yueyang,销售：0730-8787111;服务：0730-8787000,414000,湖南省,430000,岳阳市,430600,岳阳楼区,430602,,0730-8787111,,,,,,,销售：0730-8787111;服务：0730-8787000,岳阳市,31560,,0730-8787111,0730-8787111,,,,,,0730-8787000,2020-11-09 15:01:59,2020-11-09 15:01:59,A21379,
122,,景德镇市坤城汽车有限公司,"117.17514205391076,29.321386382464873",,景德镇市洪源镇洪源大桥北侧North of Hongyuan Bridge  Hongyuan Town  Jingdezhen,销售：;服务：0798-2815000,333000,江西省,360000,景德镇市,360200,浮梁县,360222,,,,,,,,,销售：;服务：0798-2815000,景德镇市,30660,,0798-2815000,0798-2815000,,,,,,0798-2815000,2020-11-09 15:01:59,2020-11-09 15:01:59,A21377,
123,,秦皇岛建达汽车销售服务有限公司,"119.56891359990816,39.98378152479464",,秦皇岛市京沈高速公路秦皇岛北出口处瑞通汽车园内 Ruitong Auto Park Qinhuangdao West Exit  Jingshen High way  Qinhuangdao city,销售：;服务：0335-3650740,066000,河北省,130000,秦皇岛市,130300,海港区,130302,,,,,,,,,销售：;服务：0335-3650740,秦皇岛市,10250,,0335-3650740,0335-3650740,,,,,,0335-3650740,2020-11-09 15:01:59,2020-11-09 15:01:59,A07096,
124,,深圳市标华汽车有限公司,"114.06816132868653,22.64349417109345",,深圳市宝安区龙华街道东环二路小斗老围村101号No. 101 Xiaodou village  East second ring Rd  Longhua  Baoan  Shenzhen,销售：;服务：0755-81704255,518108,广东省,440000,深圳市,440300,龙岗区,440307,,,,,,,,,销售：;服务：0755-81704255,深圳市,30200,,0755-81704255,0755-81704255,,,,,,0755-81704255,2020-11-09 15:01:59,2020-11-09 15:01:59,A22935,
125,,通辽市利丰泰迪汽车销售服务有限公司,"122.33278993730687,43.65184197418705",,通辽市霍林河大街东段利丰汽车园内 Lifeng Auto city   East side of Huolinhe Rd  Tongliao,销售：0475-6380892;服务：0475-6380821,028000,内蒙古自治区,150000,通辽市,150500,科尔沁区,150502,,0475-6380892,,,,,,,销售：0475-6380892;服务：0475-6380821,通辽市,11910,,0475-6380892,0475-6380892,,,,,,0475-6380821,2020-11-09 15:01:59,2020-11-09 15:01:59,A20237,
126,,信阳市亮源汽车贸易有限公司,"114.12073810051295,32.13494921318512",,河南省信阳市平桥区312国道南侧South side of State Road 312  Pingqiao District  Xinyang City  Henan Province,销售：;服务：TBD,464001,河南省,410000,信阳市,411500,平桥区,411503,,,,,,,,,销售：;服务：TBD,信阳市,21560,,TBD,TBD,,,,,,TBD,2020-11-09 15:01:59,2020-11-09 15:01:59,A24455,
127,,九江福万通汽车有限公司,"115.96134467854068,29.711821033491653",,九江市九瑞大道经济技术开发区国际汽车城福特4S店 South-side of Jiurui Av  International Auto City  Economy development Zone  Jiujiang,销售：0792-8381166;服务：0792-8388880,332000,江西省,360000,九江市,360400,濂溪区,360402,,0792-8381166,,,,,,,销售：0792-8381166;服务：0792-8388880,九江市,31630,,0792-8381166,0792-8381166,,,,,,0792-8388880,2020-11-09 15:01:59,2020-11-09 15:01:59,A25555,
128,,柳州市恒嘉汽车销售服务有限公司,"109.45389113636354,24.367585135527552",,柳州市东环大道159号No. 159 East ring  Liuzhou,销售：0772-3879118;服务：0772-3879499,545006,广西壮族自治区,450000,柳州市,450200,城中区,450202,,0772-3879118,,,,,,,销售：0772-3879118;服务：0772-3879499,柳州市,30800,,0772-3879118,0772-3879118,,,,,,0772-3879499,2020-11-09 15:01:59,2020-11-09 15:01:59,A26517,
129,,齐齐哈尔聚豪汽车销售服务有限公司,"124.08361900067062,47.358947342192806",,齐齐哈尔市铁锋区联通大道汽贸城297-2号Auto Trade City No. 297-2  Liantong Av  Tiefeng district  Qiqihaer,销售：0452-2199990;服务：0452-2118876,161000,黑龙江省,230000,齐齐哈尔市,230200,铁锋区,230204,,0452-2199990,,,,,,,销售：0452-2199990;服务：0452-2118876,齐齐哈尔市,11250,,0452-2199990,0452-2199990,,,,,,0452-2118876,2020-11-09 15:01:59,2020-11-09 15:01:59,A26135,
130,,北京庞大亚航汽车销售服务有限公司,"116.35968859361158,39.86103552268167",,北京市朝阳区王四营乡道口村100号庞大汽车园内,销售：010-87399393;服务：010-87399081,100023,北京市,110000,北京市,110100,丰台区,110106,,010-87399393,,,,,,,销售：010-87399393;服务：010-87399081,北京市,11140,,010-87399393,010-87399393,,,,,,010-87399081,2020-11-09 15:01:59,2020-11-09 15:01:59,A23475,
131,,焦作市福港汽车销售服务有限公司,"113.2489604764019,35.217876092042935",,河南省焦作市丰收路与孟州路交叉口 Fengshou Rd & Mengzhou Rd  Jiaozuo  Henan,销售：;服务：0391-2105159,454150,河南省,410000,焦作市,410800,解放区,410802,,,,,,,,,销售：;服务：0391-2105159,焦作市,21600,,0391-2105159,0391-2105159,,,,,,0391-2105159,2020-11-09 15:01:59,2020-11-09 15:01:59,A29315,
132,,都江堰金鸿福汽车销售服务有限公司,"103.66212573472264,30.99781931787782",,四川省成都市都江堰蒲阳镇堰华路605号605 Yanhua Road  Puyang Town  Dujiangyan  Chengdu City  Sichuan Province,销售：028-68530111;服务：028-69929722,611930,四川省,510000,成都市,510100,都江堰市,510181,,028-68530111,,,,,,,销售：028-68530111;服务：028-69929722,成都市,51650,,028-68530111,028-68530111,,,,,,028-69929722,2020-11-09 15:01:59,2020-11-09 15:01:59,A28135,
133,,广元蓉信汽车服务有限公司,"105.86056694507286,32.44544943352084",,TBD,销售：0000-0000000;服务：0000-0000000,123456,四川省,510000,广元市,510800,利州区,510802,,0000-0000000,,,,,,,销售：0000-0000000;服务：0000-0000000,广元市,51290,,0000-0000000,0000-0000000,,,,,,0000-0000000,2020-11-09 15:01:59,2020-11-09 15:01:59,A24595,
134,,宁波永达福宁汽车销售服务有限公司,"121.47211540477468,29.886749195819625",,宁波市鄞州区集士港镇祝家桥村秋实北路88号,销售：0574-27786789;服务：0574-28911109,315171,浙江省,330000,宁波市,330200,海曙区,330203,,0574-27786789,,,,,,,销售：0574-27786789;服务：0574-28911109,宁波市,22010,,0574-27786789,0574-27786789,,,,,,0574-28911109,2020-11-09 15:01:59,2020-11-09 15:01:59,A35204,
135,,株洲蓝福汽车销售服务有限公司,"113.15272360193492,27.83667389747917",,攸县江桥街道谭桥社区,销售：0731-22036488;服务：0731-22036422,412300,湖南省,430000,株洲市,430200,天元区,430211,,0731-22036488,,,,,,,销售：0731-22036488;服务：0731-22036422,株洲市,31600,,0731-22036488,0731-22036488,,,,,,0731-22036422,2020-11-09 15:01:59,2020-11-09 15:01:59,A33562,
136,,玉林市桂福汽车销售服务有限责任公司崇左分公司,"110.15168724695283,22.618291002516163",,玉林桂福崇左分公司,销售：;服务：,,广西壮族自治区,450000,玉林市,450900,玉州区,450902,,,,,,,,,销售：;服务：,玉林市,30750,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A15777,
137,,霸州市皓润行汽车销售服务有限公司大城分公司,"116.44820115926238,39.14391897556584",,霸州市皓润行大成分公司,销售：;服务：,,河北省,130000,廊坊市,131000,霸州市,131081,,,,,,,,,销售：;服务：,廊坊市,80400,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A34146,
138,,茂名市广物福恒汽车销售服务有限公司信宜分公司,"110.97852743037495,21.62258669685523",,茂名广物福恒信宜分公司,销售：;服务：,,广东省,440000,茂名市,440900,电白区,440904,,,,,,,,,销售：;服务：,茂名市,30880,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A18175,
139,,运城市韩韩汽车销售服务有限公司河津分公司,"110.98877792784157,35.044760916645515",,运城韩韩河津分公司,销售：;服务：,,山西省,140000,运城市,140800,盐湖区,140802,,,,,,,,,销售：;服务：,运城市,10540,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A08292,
140,,信阳中岩福安汽车销售服务有限公司,"114.22552681400302,32.137719023013126",,信阳市工业城城东办事处牌坊村（312 国道南侧）Paifang Village  Chengdong Office  Xinyang Industrial City (South of 312 National Road),销售：0376-3302000;服务：0376-3301159,464000,河南省,410000,信阳市,411500,平桥区,411503,,0376-3302000,,,,,,,销售：0376-3302000;服务：0376-3301159,信阳市,80630,,0376-3302000,0376-3302000,,,,,,0376-3301159,2020-11-09 15:01:59,2020-11-09 15:01:59,A34804,
141,,贵州黔喜福汽车销售服务有限公司,"120.21655976189814,29.2928706437407",,贵州遵义市汇川区西安路纳帕溪谷F层（临街门面）F Floor  Napaxigu  Xian Rd  Huichuan district  Zunyi Guizhou,销售：0852-3272111;服务：0852-3164123,563000,浙江省,330000,金华市,330700,东阳市,330783,,0852-3272111,,,,,,,销售：0852-3272111;服务：0852-3164123,金华市,51740,,0852-3272111,0852-3272111,,,,,,0852-3164123,2020-11-09 15:01:59,2020-11-09 15:01:59,A34761,
142,,迁安市万荣泽福汽车贸易有限公司,"118.60974059335912,40.01642090486302",,迁安市河西区经十路与纬四路交叉口Acrossroads of Jingshi Rd & Weishi Rd Hexi district  Qianan,销售：0315-7085111 7085222;服务：0315-7080167,064400,河北省,130000,唐山市,130200,迁安市,130283,,0315-7085111 7085222,,,,,,,销售：0315-7085111 7085222;服务：0315-7080167,唐山市,80430,,0315-7085111 7085222,0315-7085111 7085222,,,,,,0315-7080167,2020-11-09 15:01:59,2020-11-09 15:01:59,A34439,
143,,北京北方长福汽车销售服务有限责任公司昌平分公司,"116.43394958156354,40.10651534645761",,北京市昌平区西关环岛西南侧,销售：;服务：,,北京市,110000,北京市,110100,昌平区,110114,,,,,,,,,销售：;服务：,北京市,80440,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A34828,
144,,泉州泉福汽车销售服务有限公司,"118.41456759984163,24.9952879600788",,泉州南安市火车站对面,销售：;服务：,,福建省,350000,泉州市,350500,南安市,350583,,,,,,,,,销售：;服务：,泉州市,31070,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A34764,
145,,昆明涌鑫之福贸易有限公司,"102.85191971710249,24.866245501083725",,云南昆明呈贡区彩云南路,销售：0871-65957888;服务：0871-65919399,650051,云南省,530000,昆明市,530100,呈贡区,530114,,0871-65957888,,,,,,,销售：0871-65957888;服务：0871-65919399,昆明市,51350,,0871-65957888,0871-65957888,,,,,,0871-65919399,2020-11-09 15:01:59,2020-11-09 15:01:59,A33950,
146,,新疆龙泽源汽车销售有限公司,"117.01771138737367,36.65842967847854",,乌鲁木齐市中环路878号No. 878 Middle ring Rd  Wulumuqi,销售：0991-2550111;服务：0991-2550022,830000,山东省,370000,济南市,370100,市中区,370103,,0991-2550111,,,,,,,销售：0991-2550111;服务：0991-2550022,济南市,50690,,0991-2550111,0991-2550111,,,,,,0991-2550022,2020-11-09 15:01:59,2020-11-09 15:01:59,A35458,
147,,福建省亿海丰和汽车销售服务有限公司德化分公司,"118.17922868971282,25.090767598198358",,福建省亿海德化分公司,销售：;服务：,,福建省,350000,泉州市,350500,安溪县,350524,,,,,,,,,销售：;服务：,泉州市,31480,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A23455,
148,,信阳市亮源汽车贸易有限公司固始分公司,"114.12073810051295,32.13494921318512",,信阳市亮源固始分公司,销售：;服务：,,河南省,410000,信阳市,411500,平桥区,411503,,,,,,,,,销售：;服务：,信阳市,21560,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A24455,
149,,滨州泰瑞福汽车有限公司,"117.95782216152527,37.38184040434285",,山东省滨州市黄河二路以南、渤海二十一路以东客运总站浙江大市场3号楼C1027,销售：;服务：,256600,山东省,370000,滨州市,371600,滨城区,371602,,,,,,,,,销售：;服务：,滨州市,80350,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A34881,
150,,广东广物鸿福汽车销售服务有限公司,"114.00883624423007,22.53927542217358",,广州市荔湾区龙溪大道488号,销售：;服务：,,广东省,440000,深圳市,440300,福田区,440304,,,,,,,,,销售：;服务：,深圳市,31270,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A34928,
151,,森风集团盐城允升汽车有限公司,"119.85002966262412,34.03157399126108",,盐城市开发区希望大道南路9号No. 9 South Hope Road  Yancheng Development Zone,销售：0515-88276827;服务：0515-88276809,224051,江苏省,320000,盐城市,320900,滨海县,320922,,0515-88276827,,,,,,,销售：0515-88276827;服务：0515-88276809,盐城市,22170,,0515-88276827,0515-88276827,,,,,,0515-88276809,2020-11-09 15:01:59,2020-11-09 15:01:59,A36263,
152,,湖州万朋汽车有限公司南浔分公司,"120.43581604255537,30.858859563740065",,湖州万朋南浔分公司,销售：;服务：,,浙江省,330000,湖州市,330500,南浔区,330503,,,,,,,,,销售：;服务：,湖州市,21930,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A32780,
153,,德宏万福汽车销售服务有限公司保山分公司,"98.51225587885283,25.024817451318285",,保山市隆阳区学府路与320国道交叉口（市公安局对面）,销售：;服务：,,云南省,530000,保山市,530500,腾冲市,530581,,,,,,,,,销售：;服务：,保山市,50390,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A23735,
154,,包头市泰迪汽车销售服务有限公司九原分公司,"109.95452738033069,40.634606492969745",,包头市泰迪九原分公司,销售：;服务：,,内蒙古自治区,150000,包头市,150200,九原区,150207,,,,,,,,,销售：;服务：,包头市,11960,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A25635,
155,,南京溧水福联汽车销售服务有限公司高淳分公司,"119.03520641675732,31.694897195326643",,南京溧水福联高淳分公司,销售：;服务：,,江苏省,320000,南京市,320100,溧水区,320117,,,,,,,,,销售：;服务：,南京市,21850,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A30296,
156,,连云港盛资汽车销售服务有限公司东海分公司,"119.250205664872,34.558813590528764",,连云港盛资东海分公司,销售：;服务：,,江苏省,320000,连云港市,320700,海州区,320706,,,,,,,,,销售：;服务：,连云港市,20770,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A08775,
157,,福州汇京福瑞汽车贸易有限公司平潭分公司,"119.80748685940365,25.50765934197339",,福州汇京平潭分公司,销售：;服务：,,福建省,350000,福州市,350100,平潭县,350128,,,,,,,,,销售：;服务：,福州市,31410,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A18795,
158,,重庆福骏汽车销售服务有限公司开州分公司,"108.41066427613724,31.170363649312563",,重庆福骏开县分公司,销售：;服务：,,重庆市,500000,重庆市,500100,开州区,500154,,,,,,,,,销售：;服务：,重庆市,50170,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A18856,
159,,阜阳恒之星汽车贸易有限公司,"115.83228726867787,32.90013890332347",,安徽阜阳市一道河中路63号,销售：;服务：,,安徽省,340000,阜阳市,341200,颍州区,341202,,,,,,,,,销售：;服务：,阜阳市,22200,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A35682,
160,,佛山市昊海君霖汽车销售服务有限公司高明分公司,"112.93557578342023,23.208112707838982",,佛山昊海君霖高明分公司,销售：;服务：,,广东省,440000,佛山市,440600,三水区,440607,,,,,,,,,销售：;服务：,佛山市,31140,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A33861,
161,,海安福聚汽车贸易有限公司,"120.527223336189,32.54546999330327",,江苏省海安县经济开发区立法桥村13组,销售：0513-80812888;服务：0513-80812877,226300,江苏省,320000,南通市,320600,海安市,320685,,0513-80812888,,,,,,,销售：0513-80812888;服务：0513-80812877,南通市,20060,,0513-80812888,0513-80812888,,,,,,0513-80812877,2020-11-09 15:01:59,2020-11-09 15:01:59,A34866,
162,,涿州市辉瑞汽车销售服务有限公司,"115.98201616455678,39.461020529705166",,涿州市107国道长城桥南1000米路东1000M East of Qiaonan  107G  Zhuozhou,销售：0312-3750111;服务：0312-3987348,072750,河北省,130000,保定市,130600,涿州市,130681,,0312-3750111,,,,,,,销售：0312-3750111;服务：0312-3987348,保定市,80410,,0312-3750111,0312-3750111,,,,,,0312-3987348,2020-11-09 15:01:59,2020-11-09 15:01:59,A34301,
163,,运城市韩韩汽车销售服务有限公司永济分公司,"110.98877792784157,35.044760916645515",,运城韩韩永济分公司,销售：;服务：,,山西省,140000,运城市,140800,盐湖区,140802,,,,,,,,,销售：;服务：,运城市,10540,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A08292,
164,,洛阳凯捷汽车销售服务有限公司,"112.44072556176866,34.70874728088619",,河南省洛阳市西工区王城大道与道北三路交叉口西北角Acrossroads of Wangcheng Av & Daobei Rd  Xingong district  Luoyang  Henan,销售：0379-68612345;服务：0379-65292997,471000,河南省,410000,洛阳市,410300,老城区,410302,,0379-68612345,,,,,,,销售：0379-68612345;服务：0379-65292997,洛阳市,80600,,0379-68612345,0379-68612345,,,,,,0379-65292997,2020-11-09 15:01:59,2020-11-09 15:01:59,A33919,
165,,浙江万朋汽车有限公司,"121.15983122464606,30.191476552852357",,杭州市余杭区通运路52号No. 52 Tongyun Rd  Yuhang district  Hangzhou,销售：0571-88782588;服务：0571-88780939,310000,浙江省,330000,宁波市,330200,慈溪市,330282,,0571-88782588,,,,,,,销售：0571-88782588;服务：0571-88780939,宁波市,20080,,0571-88782588,0571-88782588,,,,,,0571-88780939,2020-11-09 15:01:59,2020-11-09 15:01:59,A34882,
166,,重庆福骏汽车销售服务有限公司垫江分公司,"107.37768749202321,30.338886968095895",,重庆市垫江县桂东大道南段236号,销售：;服务：,,重庆市,500000,重庆市,500200,垫江县,500231,,,,,,,,,销售：;服务：,重庆市,50170,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A18856,
167,,菏泽福特鑫汽车销售服务有限公司郓城分公司,"116.00670911226773,35.602451183097806",,菏泽福特鑫郓城分公司,销售：;服务：,,山东省,370000,菏泽市,371700,郓城县,371725,,,,,,,,,销售：;服务：,菏泽市,11320,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A17915,
168,,开封嘉华汽车销售服务有限公司,"114.32700561583052,34.80785198766379",,开封市金明区开岗路水稻乡连霍高速北汽车城北邻Lianhuo express way  Shuidao county  Kaigang Rd  Jinming district  Kaifeng,销售：;服务：,475000,河南省,410000,开封市,410200,龙亭区,410202,,,,,,,,,销售：;服务：,开封市,80620,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A34205,
169,,芜湖亚夏福迪汽车销售服务有限公司,"118.28845118712717,31.213539843706215",,安徽省芜湖市三山区龙湖路亚夏国际汽车文化城,销售：0553-2962998;服务：0553-2962568,241000,安徽省,340000,芜湖市,340200,弋江区,340203,,0553-2962998,,,,,,,销售：0553-2962998;服务：0553-2962568,芜湖市,21780,,0553-2962998,0553-2962998,,,,,,0553-2962568,2020-11-09 15:01:59,2020-11-09 15:01:59,A34084,
170,,重庆万友龙骏汽车销售服务有限公司彭水分公司,"108.72783486338969,29.535696243256243",,重庆万友龙骏彭水分公司,销售：;服务：,,重庆市,500000,重庆市,500100,黔江区,500114,,,,,,,,,销售：;服务：,重庆市,51160,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A32899,
171,,滁州正丰汽车贸易服务有限公司新天长分公司,"118.32719732735887,32.257411726945385",,滁州天长市天冶路恒飞物流园Hengfei Logistics Park  Tianye Road  Tianchang  Chuzhou,销售：;服务：,,安徽省,340000,滁州市,341100,南谯区,341103,,,,,,,,,销售：;服务：,滁州市,21670,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A25636,
172,,宁波锦福明海汽车销售服务有限公司,"121.63701060766128,29.93077332842473",,宁波市镇海区庄市街道明海南路268号No. 268 Minghai Rd， Zhuangshi Rd， Zhenhai district， Ningbo,销售：0574-86325888;服务：0574-87610559,315200,浙江省,330000,宁波市,330200,镇海区,330211,,0574-86325888,,,,,,,销售：0574-86325888;服务：0574-87610559,宁波市,21370,,0574-86325888,0574-86325888,,,,,,0574-87610559,2020-11-09 15:01:59,2020-11-09 15:01:59,A33582,
173,,云南曲靖安特经贸有限公司交通路分公司,"103.8121256262021,25.514286946664896",,曲靖安特交通路分公司,销售：;服务：,,云南省,530000,曲靖市,530300,麒麟区,530302,,,,,,,,,销售：;服务：,曲靖市,50330,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A07192,
174,,安吉万国汽车有限公司,"119.69100223670614,30.626937701097464",,安吉县递铺镇灵峰南路519号No. 519 South linfeng Rd  dipu town  Anji,销售：;服务：,313300,浙江省,330000,湖州市,330500,安吉县,330523,,,,,,,,,销售：;服务：,湖州市,22020,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A35324,
175,,营口市金仕汽车销售有限公司鲅鱼圈分公司,"122.13943928344489,40.23994933011021",,营口市鲅鱼圈区青龙山大街与金河路交汇汽车商业街4号楼No.4 Building  Auto business street  crossing of Qinglongshan Av. And Jin he road Av.  Bayuquan  yingkou,销售：;服务：,,辽宁省,210000,营口市,210800,鲅鱼圈区,210804,,,,,,,,,销售：;服务：,营口市,10940,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A14635,
176,,重庆万友龙骏汽车销售服务有限公司秀山分公司,"108.72783486338969,29.535696243256243",,重庆万友龙骏秀山分公司,销售：;服务：,,重庆市,500000,重庆市,500100,黔江区,500114,,,,,,,,,销售：;服务：,重庆市,51160,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A32899,
177,,运城市韩韩汽车销售服务有限公司芮城分公司,"110.98877792784157,35.044760916645515",,运城韩韩芮城分公司,销售：;服务：,,山西省,140000,运城市,140800,盐湖区,140802,,,,,,,,,销售：;服务：,运城市,10540,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A08292,
178,,邢台沧龙汽车销售服务有限公司宁晋分公司,"114.93780561913016,37.63219072087386",,河北省宁晋县新兴路龙跃汽车城,销售：;服务：,,河北省,130000,邢台市,130500,宁晋县,130528,,,,,,,,,销售：;服务：,邢台市,11150,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A30295,
179,,徐州润东嘉华汽车销售服务有限公司沛县分公司,"116.95459266439093,34.76974749939783",,徐州市沛县南环路基督教堂对面,销售：;服务：,,江苏省,320000,徐州市,320300,沛县,320322,,,,,,,,,销售：;服务：,徐州市,20370,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A05032,
180,,柳州市恒嘉汽车销售服务有限公司来宾分公司,"109.45389113636354,24.367585135527552",,柳州市恒嘉来宾分公司,销售：;服务：,,广西壮族自治区,450000,柳州市,450200,城中区,450202,,,,,,,,,销售：;服务：,柳州市,30800,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A26517,
181,,云南曲靖安特经贸有限公司宣威分公司,"103.82436389364786,25.550028154198618",,曲靖安特宣威分公司,销售：;服务：,,云南省,530000,曲靖市,530300,麒麟区,530302,,,,,,,,,销售：;服务：,曲靖市,50330,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A07192,
182,,临沂福华汽车销售服务有限公司费县分公司,"118.31885144533996,35.02742529491895",,临沂福华费县分公司,销售：;服务：,,山东省,370000,临沂市,371300,罗庄区,371311,,,,,,,,,销售：;服务：,临沂市,10360,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A05055,
183,,连云港盛资汽车销售服务有限公司赣榆分公司,"119.250205664872,34.558813590528764",,连云港盛资赣榆分公司,销售：;服务：,,江苏省,320000,连云港市,320700,海州区,320706,,,,,,,,,销售：;服务：,连云港市,20770,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A08775,
184,,广东浩伟汽车发展有限公司梅花园分公司,"114.00883624423007,22.53927542217358",,广东浩伟梅花园分公司,销售：;服务：,,广东省,440000,深圳市,440300,福田区,440304,,,,,,,,,销售：;服务：,深圳市,30230,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A02181,
185,,三门峡市兴源汽车销售服务有限公司灵宝分公司,"111.2784048692566,34.743487801770236",,三门峡市兴源灵宝分公司,销售：;服务：,,河南省,410000,三门峡市,411200,湖滨区,411202,,,,,,,,,销售：;服务：,三门峡市,21580,,,,,,,,,,2020-11-09 15:01:59,2020-11-09 15:01:59,A26516,
186,,莱阳裕隆汽车服务有限公司,"120.65521176387854,36.95599798193024",,莱阳开发区长江路一号,销售：0535-7967666;服务：0535-7966616,265200,山东省,370000,烟台市,370600,莱阳市,370682,,0535-7967666,,,,,,,销售：0535-7967666;服务：0535-7966616,烟台市,11470,,0535-7967666,0535-7967666,,,,,,0535-7966616,2020-11-09 15:01:59,2020-11-09 15:01:59,A32440,
